,1.0,1.0-keys,1.5,1.5-keys,2,2-keys,2.5,2.5-keys,3,3-keys,5,5-keys,10,10-keys
0,0.970074812967581,airport_terminal,0.9688279301745636,airport_terminal,0.9738154613466334,airport_terminal,0.9613466334164589,airport_terminal,0.9675810473815462,airport_terminal,0.9613466334164589,airport_terminal,0.9750623441396509,airport_terminal
1,0.9089775561097256,bathroom,0.9089775561097256,bathroom,0.9102244389027432,bathroom,0.9077306733167082,bathroom,0.9077306733167082,bathroom,0.9064837905236908,bathroom,0.9089775561097256,bathroom
2,0.7718204488778054,bedroom,0.78428927680798,bedroom,0.7880299251870324,bedroom,0.7942643391521197,bedroom,0.786783042394015,bedroom,0.7967581047381546,bedroom,0.7917705735660848,bedroom
3,0.9638403990024937,conference_room,0.9501246882793017,conference_room,0.9613466334164589,conference_room,0.9663341645885287,conference_room,0.970074812967581,conference_room,0.9750623441396509,conference_room,0.9663341645885287,conference_room
4,0.9114713216957606,corridor,0.9214463840399002,corridor,0.9326683291770573,corridor,0.9638403990024937,corridor,0.9638403990024937,corridor,0.972568578553616,corridor,0.912718204488778,corridor
5,0.9102244389027432,kitchen,0.9102244389027432,kitchen,0.9177057356608479,kitchen,0.9014962593516209,kitchen,0.9164588528678305,kitchen,0.9077306733167082,kitchen,0.9039900249376559,kitchen
6,0.8678304239401496,living_room,0.8466334164588528,living_room,0.8516209476309227,living_room,0.8665835411471322,living_room,0.8553615960099751,living_room,0.8653366583541147,living_room,0.8291770573566085,living_room
7,0.9850374064837906,mountain_snowy,0.9850374064837906,mountain_snowy,0.9850374064837906,mountain_snowy,0.9850374064837906,mountain_snowy,0.986284289276808,mountain_snowy,0.9850374064837906,mountain_snowy,0.9850374064837906,mountain_snowy
8,0.9551122194513716,office,0.9501246882793017,office,0.9663341645885287,office,0.972568578553616,office,0.9713216957605985,office,0.9812967581047382,office,0.9812967581047382,office
9,0.9713216957605985,poolroom_home,0.9812967581047382,poolroom_home,0.9850374064837906,poolroom_home,0.9713216957605985,poolroom_home,0.9800498753117207,poolroom_home,0.9825436408977556,poolroom_home,0.9713216957605985,poolroom_home
10,0.9476309226932669,skyscraper,0.9488778054862843,skyscraper,0.942643391521197,skyscraper,0.9488778054862843,skyscraper,0.9501246882793017,skyscraper,0.9551122194513716,skyscraper,0.942643391521197,skyscraper
11,0.9750623441396509,art_studio,0.9812967581047382,art_studio,0.9625935162094763,art_studio,0.9713216957605985,art_studio,0.9638403990024937,art_studio,0.9812967581047382,art_studio,0.9763092269326683,art_studio
12,0.9650872817955112,building_facade,0.92643391521197,building_facade,0.9513715710723192,building_facade,0.9488778054862843,building_facade,0.9526184538653366,building_facade,0.9588528678304239,building_facade,0.9576059850374065,building_facade
13,0.9102244389027432,dining_room,0.9276807980049875,dining_room,0.9364089775561097,dining_room,0.9214463840399002,dining_room,0.9389027431421446,dining_room,0.9364089775561097,dining_room,0.9301745635910225,dining_room
14,0.986284289276808,game_room,0.9750623441396509,game_room,0.9750623441396509,game_room,0.9638403990024937,game_room,0.9451371571072319,game_room,0.9850374064837906,game_room,0.9950124688279302,game_room
15,0.9538653366583542,highway,0.9638403990024937,highway,0.9638403990024937,highway,0.9638403990024937,highway,0.9625935162094763,highway,0.9638403990024937,highway,0.9600997506234414,highway
16,0.9975062344139651,home_office,0.9950124688279302,home_office,0.9800498753117207,home_office,0.9975062344139651,home_office,0.9675810473815462,home_office,0.9975062344139651,home_office,0.9962593516209476,home_office
17,0.9014962593516209,hotel_room,0.9513715710723192,hotel_room,0.9326683291770573,hotel_room,0.9226932668329177,hotel_room,0.9650872817955112,hotel_room,0.9738154613466334,hotel_room,0.9139650872817955,hotel_room
18,0.7281795511221946,street,0.729426433915212,street,0.7256857855361596,street,0.7281795511221946,street,0.7331670822942643,street,0.7306733167082294,street,0.7219451371571073,street
19,0.9164588528678305,waiting_room,0.9750623441396509,waiting_room,0.9613466334164589,waiting_room,0.956359102244389,waiting_room,0.9451371571072319,waiting_room,0.9887780548628429,waiting_room,0.9501246882793017,waiting_room
